Lista de numeros: 
<1>,  Valor: 0.002442598925256473
[0.002442598925256473,0.07034684904738642,0.03859306301905227,0.11822178798241328,0.4264777723497802,0.361504640937958,0.4782608695652174,0.8627259404005863,0.006350757205666829,0.18368343917928676,0.3238886174890083,0.3878847093307279,0.2427943331704934,0.03712750366389839,0.07572056668295066,0.19443087445041524,0.6355642403517342,0.4220810942843185,0.2340009770395701,0.782608695652174,0.6844162188568637,0.8382999511480215,0.298485588666341,0.651685393258427,0.8895945285784074,0.7855398143624817,0.769418661455789,0.30190522716170004,0.7508549096238397,0.7640449438202247,0.14606741573033707,0.2335124572545188,0.7684416218856863,0.27357107962872496,0.9296531509526136,0.9467513434294089,0.4421104054714216,0.8148510014655593,0.6189545676599902,0.9408891060087934,0.2721055202735711,0.8871519296531509,0.714704445530044,0.7161700048851979,0.7586712261846604,0.9907181240840254,0.7166585246702492,0.7728382999511481,0.40107474352711286,0.625305324865657,]

La media de la corrida es: 3.56
La moda de la corrida es: 5
La desviacion estandar de la corrida es: 3.0864000000000034
La mediana es: 3.5
La varianza es: 9.525864960000021
Corrida <2>:

Lista de numeros: 
[1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,]

Lista de numeros ri:
[0.12457254518808011,0.6106497313141183,0.7000488519785051,0.29115779189057156,0.43917928676111384,0.7298485588666341,0.15486077186126038,0.48851978505129456,0.15974596971177332,0.63019052271617,0.26624328285295557,0.7171470444553004,0.7870053737176356,0.8119198827552516,0.5339521250610649,0.4767953102100635,0.8202247191011236,0.7747923790913532,0.45774303859306303,0.2677088422081094,0.7596482657547631,0.018563751831949193,0.5378602833414753,0.5901319003419638,0.10503175378602833,0.04396678065461651,0.2740595994137763,0.9438202247191011,0.35710796287249635,0.3507572056668295,0.16658524670249145,0.8285295554469956,0.015144113336590131,0.4386907669760625,0.7156814851001465,0.7445041524181729,0.5798729848558867,0.8080117244748413,0.42061553492916465,0.19149975574010747,0.550561797752809,0.95847581827064,0.7821201758671226,0.6702491450903761,0.42745481191988277,0.38983878847093306,0.2994626282364436,0.680019540791402,0.7107962872496336,0.6028334147532975,]

La media de la corrida es: 3.62
La moda de la corrida es: 5
La desviacion estandar de la corrida es: 2.359775966857924
La mediana es: 4
La varianza es: 5.56854261376025
Corrida <3>:

Lista de numeros: 
[1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,]

Lista de numeros ri:
[0.47337567171470446,0.7210552027357108,0.9003419638495359,0.09672691744015632,0.8036150464093795,0.29311187103077674,0.495847581827064,0.37225207620908646,0.7899364924279433,0.8969223253541768,0.9980459208597948,0.9291646311675623,0.9325842696629213,0.03126526624328285,0.9062042012701514,0.26673180263800683,0.7313141182217879,0.197361993160723,0.7205666829506595,0.8861748900830484,0.6863702979970688,0.8949682462139716,0.9413776257938447,0.2862725940400586,0.2975085490962384,0.6233512457254519,0.06790425012212994,0.9682462139716659,0.06497313141182218,0.8832437713727406,0.6013678553981436,0.4308744504152418,0.4890083048363459,0.17391304347826086,0.04054714215925745,0.17489008304836345,0.06888128969223253,0.9965803615046409,0.8866634098680997,0.7005373717635565,0.30532486565705913,0.8500244259892525,0.638495359062042,0.5070835368832438,0.6980947728382999,0.2344894968246214,0.7967757694186615,0.09477283829995115,0.7469467513434294,0.6507083536883244,]

La media de la corrida es: 4.04
La moda de la corrida es: 6
La desviacion estandar de la corrida es: 3.4112639876709
La mediana es: 4
La varianza es: 11.636721993580371
Corrida <4>:

Lista de numeros: 
[1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,]

Lista de numeros ri:
[0.8612603810454323,0.9643380556912555,0.9521250610649731,0.5979482169027845,0.33170493404982904,0.6145578895945286,0.8133854421104054,0.5764533463605276,0.7088422081094284,0.5461651196873474,0.830972154372252,0.08597948216902784,0.49193942354665365,0.2589154860771861,0.5046409379579873,0.6272594040058622,0.18124084025403028,0.2530532486565706,0.3346360527601368,0.6995603321934538,0.27699071812408405,0.028334147532975085,0.8212017586712261,0.8031265266243283,0.2789447972642892,0.08500244259892525,0.46360527601367857,0.43771372740595993,0.6873473375671715,0.9233023937469468,0.7625793844650708,0.10356619443087445,0.0014655593551538837,0.04201270151441133,0.21739130434782608,0.30092818759159745,0.7225207620908647,0.9428431851489986,0.32877381533952127,0.5295554469956033,0.34929164631167564,0.12408402540302882,0.5964826575476306,0.2892037127503664,0.38251099169516367,0.08695652173913043,0.5202735710796287,0.08011724474841231,0.32193453834880315,0.3312164142647777,]

La media de la corrida es: 3.4
La moda de la corrida es: 2
La desviacion estandar de la corrida es: 2.742400025939951
La mediana es: 3
La varianza es: 7.520757902275444
Corrida <5>:

Lista de numeros: 
[1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,]

Lista de numeros ri:
[0.600390815828041,0.4025403028822667,0.6678065461651197,0.35661944308744503,0.336590131900342,0.756228627259404,0.9198827552515877,0.6634098680996581,0.22911577918905715,0.6409379579872985,0.5779189057156815,0.7513434294088911,0.7782120175867122,0.5569125549584758,0.14215925744992672,0.12017586712261846,0.48314606741573035,0.0039081582804103565,0.11284807034684904,0.2706399609184172,0.8446507083536883,0.48265754763067903,0.9902296042989741,0.7024914509037616,0.3619931607230093,0.4924279433317049,0.2730825598436737,0.9154860771861261,0.5359062042012701,0.5334636052760137,0.462628236443576,0.40937957987298484,0.8661455788959452,0.10552027357107963,0.05813385442110405,0.684904738641915,0.852467024914509,0.7093307278944797,0.5603321934538349,0.24132877381533951,0.995114802149487,0.844162188568637,0.4684904738641915,0.5793844650708354,0.7938446507083536,0.009770395701025891,0.2828529555446996,0.1983390327308256,0.7489008304836345,0.7073766487542745,]

La media de la corrida es: 3.78
La moda de la corrida es: 3
La desviacion estandar de la corrida es: 2.7031359913482675
La mediana es: 4
La varianza es: 7.306944187722381
Corrida <6>:

Lista de numeros: 
[1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,]

Lista de numeros ri:
[0.5036638983878847,0.5989252564728872,0.3600390815828041,0.43575964826575475,0.6306790425012213,0.2804103566194431,0.12750366389838788,0.6956521739130435,0.16365412799218368,0.7435271128480704,0.5515388373229115,0.986809965803615,0.6033219345383488,0.487542745481192,0.13141182217879824,0.8089887640449438,0.44894968246213973,0.012701514411333659,0.36785539814362483,0.6624328285295554,0.20078163165608207,0.8197361993160723,0.7606253053248656,0.04689789936492428,0.35906204201270153,0.40742550073277967,0.8094772838299951,0.46311675622862725,0.4235466536394724,0.2765021983390327,0.014167073766487542,0.41035661944308743,0.8944797264289204,0.9272105520273571,0.8759159745969711,0.3888617489008305,0.2711284807034685,0.8588177821201759,0.8935026868588177,0.898876404494382,0.0542256961406937,0.5715681485100147,0.567171470444553,0.4396678065461651,0.7440156326331216,0.5657059110893992,0.3971665852467025,0.5119687347337567,0.8397655105031754,0.3409868099658036,]

La media de la corrida es: 3.76
La moda de la corrida es: 3
La desviacion estandar de la corrida es: 2.507903997131348
La mediana es: 4
La varianza es: 6.289582458827392
Corrida <7>:

Lista de numeros: 
[1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,]

Lista de numeros ri:
[0.8837322911577918,0.6155349291646312,0.8417195896433806,0.3976551050317538,0.5261358085002442,0.2501221299462628,0.24963361016121152,0.23546653639472398,0.8251099169516365,0.9164631167562286,0.5642403517342452,0.35466536394723985,0.2799218368343918,0.11333659013190034,0.28480703468490476,0.25500732779677576,0.391304347826087,0.3419638495359062,0.912066438690767,0.43673668783585734,0.6590131900341963,0.10161211529066927,0.945285784074255,0.39960918417195895,0.5828041035661944,0.8930141670737665,0.8847093307278945,0.6438690766976063,0.6629213483146067,0.2149487054225696,0.23009281875915974,0.6692721055202736,0.3991206643869077,0.5686370297997069,0.48216902784562776,0.9760625305324866,0.2916463116756229,0.45334636052760136,0.14020517830972154,0.0635075720566683,0.8407425500732779,0.3693209574987787,0.7049340498290181,0.432828529555447,0.545676599902296,0.8168050806057645,0.6756228627259404,0.5832926233512458,0.907181240840254,0.2950659501709819,]

La media de la corrida es: 3.8
La moda de la corrida es: 4
La desviacion estandar de la corrida es: 2.5375999855041527
La mediana es: 4
La varianza es: 6.439413686430676
Corrida <8>:

Lista de numeros: 
[1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,]

Lista de numeros ri:
[0.5525158768930142,0.014655593551538837,0.424523693209575,0.3048363458720078,0.835857352222765,0.22765021983390327,0.5984367366878358,0.34587200781631655,0.024914509037616023,0.7220322423058134,0.9286761113825109,0.9184171958964338,0.6209086468001954,0.9975574010747436,0.9149975574010747,0.5217391304347826,0.12261846604787494,0.5539814362481681,0.057156814851001464,0.6565705911089399,0.030776746458231558,0.8920371275036639,0.8563751831949193,0.82266731802638,0.8456277479237909,0.5109916951636542,0.8114313629702002,0.5197850512945774,0.06595017098192477,0.9115779189057157,0.4225696140693698,0.24816805080605764,0.19296531509526135,0.5930630190522717,0.19003419638495359,0.5080605764533463,0.726428920371275,0.05569125549584758,0.6140693698094772,0.7992183683439179,0.16560820713238886,0.8001954079140206,0.19394235466536394,0.6213971665852467,0.011235955056179775,0.3253541768441622,0.43038593063019054,0.4748412310698583,0.7635564240351734,0.13190034196384953,]

La media de la corrida es: 3.68
La moda de la corrida es: 4
La desviacion estandar de la corrida es: 3.119296019653325
La mediana es: 4
La varianza es: 9.730007658225077
Corrida <9>:

Lista de numeros: 
[1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,]

Lista de numeros ri:
[0.8231558378114313,0.8597948216902784,0.9218368343917929,0.7200781631656082,0.8720078163165608,0.27552515876893013,0.9863214460185638,0.5891548607718613,0.07669760625305325,0.22276502198339032,0.45676599902296044,0.23937469467513434,0.9384465070835368,0.20127015144113336,0.8339032730825598,0.1709819247679531,0.9560332193453834,0.7112848070346849,0.6170004885197851,0.8842208109428432,0.6297020029311187,0.252076209086468,0.3063019052271617,0.8783585735222277,0.4596971177332682,0.3243771372740596,0.40205178309721545,0.6536394723986322,0.9462628236443575,0.42794333170493404,0.40400586223742063,0.7103077674645824,0.5886663409868099,0.0625305324865657,0.8124084025403029,0.5481191988275526,0.8876404494382022,0.7288715192965315,0.1265266243282853,0.6673180263800684,0.3424523693209575,0.9262335124572545,0.8475818270639961,0.5676599902296043,0.4538348803126527,0.15437225207620908,0.47435271128480705,0.7493893502686859,0.721543722520762,0.9145090376160234,]

La media de la corrida es: 4.18
La moda de la corrida es: 6
La desviacion estandar de la corrida es: 2.846495942596466
La mediana es: 4
La varianza es: 8.102539151218144
Corrida <10>:

Lista de numeros: 
[1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,]

Lista de numeros ri:
[0.5075720566682951,0.7122618466047875,0.6453346360527601,0.7054225696140694,0.44699560332193455,0.9565217391304348,0.7254518808011724,0.027357107962872496,0.7928676111382511,0.9819247679531021,0.4616511968734734,0.38104543234000976,0.044455300439667805,0.2882266731802638,0.3541768441621886,0.26575476306790424,0.7029799706888129,0.3761602344894968,0.9032730825598436,0.18172936003908158,0.26722032242305815,0.7454811919882756,0.6082071323888617,0.6292134831460674,0.23790913531998045,0.8959452857840743,0.9697117733268197,0.1074743527112848,0.11480214948705422,0.32730825598436736,0.4870542256961407,0.1172447484123107,0.3981436248168051,0.5403028822667318,0.6609672691744015,0.15828041035661944,0.5876893014167074,0.03419638495359062,0.9912066438690766,0.7308255984367367,0.18319491939423546,0.30972154372252075,0.9775280898876404,0.3341475329750855,0.6853932584269663,0.8666340986809966,0.11968734733756717,0.4689789936492428,0.5935515388373229,0.20420127015144113,]

La media de la corrida es: 3.62
La moda de la corrida es: 4
La desviacion estandar de la corrida es: 2.879775966857924
La mediana es: 3.5
La varianza es: 8.29310961929249



Intervalo de confianza
La media de medias es: 3.74399995803833

La desviacion estandar de las medias es: 0.04694398236847519
El intervalo de confianza es: [3.7104205891375495,3.7775793269391107]




Simulacion de la teoria de colas


Corrida: 1
Camiones en espera: 0
PSE: 0.002442598925256473
#PSE		H.Llegada		Hora.Ent.Des	#PSE		T.Des	H.Salida	T.Espera
0.0703		23:25:00		23:25:00		0.0386		20		23:45:00		0
0.1182		23:55:00		23:55:00		0.4265		35		00:30:00		0
0.3615		00:30:00		00:30:00		0.4783		35		01:05:00		0
0.8627		01:20:00		01:20:00		0.0064		20		01:40:00		0
0.1837		01:50:00		01:50:00		0.3239		30		02:20:00		0
0.3879		02:25:00		02:25:00		0.2428		30		02:55:00		0
El personal comienza a comer a las:03:20:00
El personal termina de comer a las:03:50:00
0.0371		02:50:00		02:55:00		0.0757		25		03:20:00		5
0.1944		03:20:00		03:50:00		0.6356		40		04:30:00		30
0.4221		03:55:00		04:30:00		0.234		30		05:00:00		35
0.7826		04:40:00		05:00:00		0.6844		40		05:40:00		20
0.8383		05:30:00		05:40:00		0.2985		30		06:10:00		10
0.6517		06:10:00		06:10:00		0.8896		50		07:00:00		0
0.7855		06:55:00		07:00:00		0.7694		45		07:45:00		5
0.3019		07:30:00		07:45:00		0.7509		45		08:30:00		15
Costo de horas normales: $600
Costo de horas extra: $112.5
Costo de tiempo de espera en los camiones: $200
Costo de mantener el almacen: $4750
Costo total: $5662.5


Corrida: 2
Camiones en espera: 2
PSE: 0.7640449438202247
#PSE		H.Llegada		Hora.Ent.Des	#PSE		T.Des	H.Salida	T.Espera
0.0000		23:00:00		23:00:00		0.1461		25		23:25:00		0
0.0000		23:00:00		23:25:00		0.2335		30		23:55:00		25
0.7684		23:45:00		23:55:00		0.2736		30		00:25:00		10
0.9297		00:40:00		00:40:00		0.9468		55		01:35:00		0
0.4421		01:15:00		01:35:00		0.8149		45		02:20:00		20
El personal comienza a comer a las:03:15:00
El personal termina de comer a las:03:45:00
0.619		01:55:00		02:20:00		0.9409		55		03:15:00		25
0.2721		02:30:00		03:45:00		0.8872		50		04:35:00		75
0.7147		03:15:00		04:35:00		0.7162		40		05:15:00		80
0.7587		04:00:00		05:15:00		0.9907		60		06:15:00		75
0.7167		04:45:00		06:15:00		0.7728		45		07:00:00		90
0.4011		05:20:00		07:00:00		0.6253		40		07:40:00		100
0.1246		05:50:00		07:40:00		0.6106		40		08:20:00		110
0.7		06:35:00		08:20:00		0.2912		30		08:50:00		105
0.4392		07:10:00		08:50:00		0.7298		45		09:35:00		100
Costo de horas normales: $600
Costo de horas extra: $234.375
Costo de tiempo de espera en los camiones: $1358.3333333333335
Costo de mantener el almacen: $5291.666666666667
Costo total: $7484.375


Corrida: 3
Camiones en espera: 0
PSE: 0.15486077186126038
#PSE		H.Llegada		Hora.Ent.Des	#PSE		T.Des	H.Salida	T.Espera
0.4885		23:40:00		23:40:00		0.1597		30		00:10:00		0
0.6302		00:20:00		00:20:00		0.2662		30		00:50:00		0
0.7171		01:05:00		01:05:00		0.787		45		01:50:00		0
0.8119		01:50:00		01:50:00		0.534		35		02:25:00		0
El personal comienza a comer a las:03:20:00
El personal termina de comer a las:03:50:00
0.4768		02:30:00		02:30:00		0.8202		50		03:20:00		0
0.7748		03:15:00		03:50:00		0.4577		35		04:25:00		35
0.2677		03:50:00		04:25:00		0.7596		45		05:10:00		35
0.0186		04:10:00		05:10:00		0.5379		35		05:45:00		60
0.5901		04:50:00		05:45:00		0.105		25		06:10:00		55
0.044		05:15:00		06:10:00		0.2741		30		06:40:00		55
0.9438		06:10:00		06:40:00		0.3571		35		07:15:00		30
0.3508		06:45:00		07:15:00		0.1666		30		07:45:00		30
Costo de horas normales: $600
Costo de horas extra: $28.125
Costo de tiempo de espera en los camiones: $500
Costo de mantener el almacen: $4375
Costo total: $5503.125


Corrida: 4
Camiones en espera: 2
PSE: 0.8285295554469956
#PSE		H.Llegada		Hora.Ent.Des	#PSE		T.Des	H.Salida	T.Espera
0.0000		23:00:00		23:00:00		0.0151		20		23:20:00		0
0.0000		23:00:00		23:20:00		0.4387		35		23:55:00		20
0.7157		23:45:00		23:55:00		0.7445		45		00:40:00		10
0.5799		00:25:00		00:40:00		0.808		45		01:25:00		15
0.4206		01:00:00		01:25:00		0.1915		30		01:55:00		25
0.5506		01:40:00		01:55:00		0.9585		55		02:50:00		15
El personal comienza a comer a las:03:30:00
El personal termina de comer a las:04:00:00
0.7821		02:25:00		02:50:00		0.6702		40		03:30:00		25
0.4275		03:00:00		04:00:00		0.3898		35		04:35:00		60
0.2995		03:35:00		04:35:00		0.68		40		05:15:00		60
0.7108		04:20:00		05:15:00		0.6028		40		05:55:00		55
0.4734		05:00:00		05:55:00		0.7211		45		06:40:00		55
0.9003		05:50:00		06:40:00		0.0967		25		07:05:00		50
0.8036		06:35:00		07:05:00		0.2931		30		07:35:00		30
0.4958		07:15:00		07:35:00		0.3723		35		08:10:00		20
Costo de horas normales: $600
Costo de horas extra: $75
Costo de tiempo de espera en los camiones: $733.3333333333333
Costo de mantener el almacen: $4583.333333333333
Costo total: $5991.6667


Corrida: 5
Camiones en espera: 2
PSE: 0.7899364924279433
#PSE		H.Llegada		Hora.Ent.Des	#PSE		T.Des	H.Salida	T.Espera
0.0000		23:00:00		23:00:00		0.8969		50		23:50:00		0
0.0000		23:00:00		23:50:00		0.998		60		00:50:00		50
0.9292		23:55:00		00:50:00		0.9326		55		01:45:00		55
0.0313		00:20:00		01:45:00		0.9062		55		02:40:00		85
El personal comienza a comer a las:03:25:00
El personal termina de comer a las:03:55:00
0.2667		00:55:00		02:40:00		0.7313		45		03:25:00		105
0.1974		01:25:00		03:55:00		0.7206		45		04:40:00		150
0.8862		02:15:00		04:40:00		0.6864		40		05:20:00		145
0.895		03:05:00		05:20:00		0.9414		55		06:15:00		135
0.2863		03:40:00		06:15:00		0.2975		30		06:45:00		155
0.6234		04:20:00		06:45:00		0.0679		25		07:10:00		145
0.9682		05:15:00		07:10:00		0.065		25		07:35:00		115
0.8832		06:05:00		07:35:00		0.6014		40		08:15:00		90
0.4309		06:40:00		08:15:00		0.489		35		08:50:00		95
0.1739		07:10:00		08:50:00		0.0405		20		09:10:00		100
Costo de horas normales: $600
Costo de horas extra: $187.5
Costo de tiempo de espera en los camiones: $2375
Costo de mantener el almacen: $5083.333333333333
Costo total: $8245.8333


Corrida: 6
Camiones en espera: 0
PSE: 0.17489008304836345
#PSE		H.Llegada		Hora.Ent.Des	#PSE		T.Des	H.Salida	T.Espera
0.0689		23:25:00		23:25:00		0.9966		60		00:25:00		0
0.8867		00:15:00		00:25:00		0.7005		40		01:05:00		10
0.3053		00:50:00		01:05:00		0.85		50		01:55:00		15
0.6385		01:30:00		01:55:00		0.5071		35		02:30:00		25
El personal comienza a comer a las:03:00:00
El personal termina de comer a las:03:30:00
0.6981		02:15:00		02:30:00		0.2345		30		03:00:00		15
0.7968		03:00:00		03:30:00		0.0948		25		03:55:00		30
0.7469		03:45:00		03:55:00		0.6507		40		04:35:00		10
0.8613		04:35:00		04:35:00		0.9643		60		05:35:00		0
0.9521		05:30:00		05:35:00		0.5979		35		06:10:00		5
0.3317		06:05:00		06:10:00		0.6146		40		06:50:00		5
0.8134		06:50:00		06:50:00		0.5765		35		07:25:00		0
Costo de horas normales: $600
Costo de horas extra: $-9.375
Costo de tiempo de espera en los camiones: $191.66666666666669
Costo de mantener el almacen: $4208.333333333333
Costo total: $4990.625


Corrida: 7
Camiones en espera: 1
PSE: 0.7088422081094284
#PSE		H.Llegada		Hora.Ent.Des	#PSE		T.Des	H.Salida	T.Espera
0.0000		23:00:00		23:00:00		0.5462		35		23:35:00		0
0.831		23:50:00		23:50:00		0.086		25		00:15:00		0
0.4919		00:30:00		00:30:00		0.2589		30		01:00:00		0
0.5046		01:10:00		01:10:00		0.6273		40		01:50:00		0
0.1812		01:40:00		01:50:00		0.2531		30		02:20:00		10
El personal comienza a comer a las:03:00:00
El personal termina de comer a las:03:30:00
0.3346		02:15:00		02:20:00		0.6996		40		03:00:00		5
0.277		02:50:00		03:30:00		0.0283		20		03:50:00		40
0.8212		03:40:00		03:50:00		0.8031		45		04:35:00		10
0.2789		04:15:00		04:35:00		0.085		25		05:00:00		20
0.4636		04:50:00		05:00:00		0.4377		35		05:35:00		10
0.6873		05:35:00		05:35:00		0.9233		55		06:30:00		0
0.7626		06:20:00		06:30:00		0.1036		25		06:55:00		10
0.0015		06:40:00		06:55:00		0.042		20		07:15:00		15
0.2174		07:10:00		07:15:00		0.3009		30		07:45:00		5
Costo de horas normales: $600
Costo de horas extra: $28.125
Costo de tiempo de espera en los camiones: $208.33333333333334
Costo de mantener el almacen: $4375
Costo total: $5211.4583


Corrida: 8
Camiones en espera: 1
PSE: 0.7225207620908647
#PSE		H.Llegada		Hora.Ent.Des	#PSE		T.Des	H.Salida	T.Espera
0.0000		23:00:00		23:00:00		0.9428		55		23:55:00		0
0.3288		23:35:00		23:55:00		0.5296		35		00:30:00		20
0.3493		00:10:00		00:30:00		0.1241		25		00:55:00		20
0.5965		00:50:00		00:55:00		0.2892		30		01:25:00		5
0.3825		01:25:00		01:25:00		0.087		25		01:50:00		0
0.5203		02:05:00		02:05:00		0.0801		25		02:30:00		0
El personal comienza a comer a las:03:10:00
El personal termina de comer a las:03:40:00
0.3219		02:40:00		02:40:00		0.3312		30		03:10:00		0
0.6004		03:20:00		03:40:00		0.4025		35		04:15:00		20
0.6678		04:00:00		04:15:00		0.3566		35		04:50:00		15
0.3366		04:35:00		04:50:00		0.7562		45		05:35:00		15
0.9199		05:25:00		05:35:00		0.6634		40		06:15:00		10
0.2291		06:00:00		06:15:00		0.6409		40		06:55:00		15
0.5779		06:40:00		06:55:00		0.7513		45		07:40:00		15
0.7782		07:25:00		07:40:00		0.5569		35		08:15:00		15
Costo de horas normales: $600
Costo de horas extra: $84.375
Costo de tiempo de espera en los camiones: $250
Costo de mantener el almacen: $4625
Costo total: $5559.375


Corrida: 9
Camiones en espera: 0
PSE: 0.14215925744992672
#PSE		H.Llegada		Hora.Ent.Des	#PSE		T.Des	H.Salida	T.Espera
0.1202		23:30:00		23:30:00		0.4831		35		00:05:00		0
0.0039		23:50:00		00:05:00		0.1128		25		00:30:00		15
0.2706		00:25:00		00:30:00		0.8447		50		01:20:00		5
0.4827		01:05:00		01:20:00		0.9902		60		02:20:00		15
0.7025		01:50:00		02:20:00		0.362		35		02:55:00		30
El personal comienza a comer a las:03:25:00
El personal termina de comer a las:03:55:00
0.4924		02:30:00		02:55:00		0.2731		30		03:25:00		25
0.9155		03:20:00		03:55:00		0.5359		35		04:30:00		35
0.5335		04:00:00		04:30:00		0.4626		35		05:05:00		30
0.4094		04:35:00		05:05:00		0.8661		50		05:55:00		30
0.1055		05:05:00		05:55:00		0.0581		25		06:20:00		50
0.6849		05:50:00		06:20:00		0.8525		50		07:10:00		30
0.7093		06:35:00		07:10:00		0.5603		35		07:45:00		35
0.2413		07:10:00		07:45:00		0.9951		60		08:45:00		35
Costo de horas normales: $600
Costo de horas extra: $140.625
Costo de tiempo de espera en los camiones: $558.3333333333333
Costo de mantener el almacen: $4875
Costo total: $6173.9583


Corrida: 10
Camiones en espera: 2
PSE: 0.844162188568637
#PSE		H.Llegada		Hora.Ent.Des	#PSE		T.Des	H.Salida	T.Espera
0.0000		23:00:00		23:00:00		0.4685		35		23:35:00		0
0.0000		23:00:00		23:35:00		0.5794		35		00:10:00		35
0.7938		23:45:00		00:10:00		0.0098		20		00:30:00		25
0.2829		00:20:00		00:30:00		0.1983		30		01:00:00		10
0.7489		01:05:00		01:05:00		0.7074		40		01:45:00		0
0.5037		01:45:00		01:45:00		0.5989		35		02:20:00		0
0.36		02:20:00		02:20:00		0.4358		35		02:55:00		0
El personal comienza a comer a las:03:00:00
El personal termina de comer a las:03:30:00
0.6307		03:30:00		03:30:00		0.2804		30		04:00:00		0
0.1275		04:00:00		04:00:00		0.6957		40		04:40:00		0
0.1637		04:30:00		04:40:00		0.7435		45		05:25:00		10
0.5515		05:10:00		05:25:00		0.9868		60		06:25:00		15
0.6033		05:50:00		06:25:00		0.4875		35		07:00:00		35
0.1314		06:20:00		07:00:00		0.809		45		07:45:00		40
0.4489		06:55:00		07:45:00		0.0127		20		08:05:00		50
0.3679		07:30:00		08:05:00		0.6624		40		08:45:00		35
Costo de horas normales: $600
Costo de horas extra: $140.625
Costo de tiempo de espera en los camiones: $425
Costo de mantener el almacen: $4875
Costo total: $6040.625


Intervalo de confianza: 

Media de costos: 6086.3542
La desviacion estandar de los costos es: 969.5424010572801
El intervalo de confianza es: [5355.319196269477,6817.389137063857]


